店名,場所,経度,緯度
ファミリーマート／長野下氷鉋店,長野県塩尻市大字広丘原新田 ２３４−３,137.94273,36.14936
ファミリーマート／塩尻原新田店,長野県飯田市鼎下山 ８２０−１,137.83688,35.50563
セブンイレブン／飯田鼎下山店,長野県諏訪市沖田町１丁目 １５３,138.13205,36.01044
ファミリーマート／諏訪インター店,長野県茅野市宮川 ５７８８−１,138.15434,35.9863
セブンイレブン／茅野宮川店,長野県諏訪郡富士見町落合 １１０４８−５８,138.24242,35.91634
セブンイレブン／富士見役場上店,長野県須坂市大字小山 ２５５８−３,138.29349,36.65515
セブン・イレブン／須坂塩川町店,長野県下伊那郡高森町上市田 ５５７−２,137.86505,35.55657
セブンイレブン／高森上市田店,長野県上伊那郡南箕輪村神子柴 ７４１７−１,137.97197,35.85846
セブンイレブン／南箕輪神子柴店,長野県岡谷市塚間町２丁目 １−２,138.05275,36.06343
ファミリーマート／岡谷塚間町店,長野県東御市島川原 ６５５−１,138.35541,36.33644
セブン・イレブン／信州北御牧村店,長野県須坂市大字野辺 １３８６−５,138.31943,36.63731
ファミリーマート／須坂村石町店,長野県塩尻市大字宗賀本山 ５２７１−１,137.9209,36.08081
セブンイレブン／塩尻牧野店,長野県諏訪郡原村原 阿久９８６８,138.28584,35.96614
デイリーヤマザキ中央道原ＰＡ上り店,長野県岡谷市田中町１丁目 ４−２０,138.05295,36.05941
君が代食堂,長野県長野市平林１丁目 ３４−４７,138.21437,36.65292
ファミリーマート／長野平林店,長野県安曇野市豊科高家 ５５７８−１５,137.91615,36.25956
ファミリーマート／安曇野真々部店,長野県諏訪市諏訪２丁目 ６−５,138.12201,36.04063
セブンイレブン／諏訪２丁目店,長野県下伊那郡松川町元大島 ３８０４−２,137.91255,35.59228
セブンイレブン／松川町役場前店,長野県長野市若里６丁目 ３−１,138.19395,36.62873
ファミリーマート／長野若里店,長野県松本市村井町西２丁目 １７−２２,137.96014,36.17863
ファミリーマート／塩尻北インター店,長野県塩尻市大字広丘吉田 １５７５−１,137.95782,36.16453
セブンイレブン／塩尻広丘吉田店,長野県長野市中越１丁目 １０−４１,138.22046,36.65926
ファミリーマート／長野中越一丁目店,長野県埴科郡坂城町大字坂城 ８５７０−２,138.19969,36.46807
セブン‐イレブン千曲川さかきパーキングエリア／上り,長野県長野市中御所３丁目 ５−１３,138.18303,36.63759
セブン‐イレブン長野中御所３丁目店,長野県佐久市中込石神 １２６８−１,138.46613,36.24979
セブンイレブン／佐久石神店,長野県松本市石芝４丁目 １−１２,137.94624,36.20567
ローソン／松本石芝店,長野県長野市若穂川田 １６８０−３,138.24536,36.60827
セブン・イレブン／長野若穂西店,長野県伊那市上牧 ６８８５,137.98129,35.85131
セブンイレブン／伊那伊那部店,長野県北安曇郡松川村松川 ７０１８−５４,137.86191,36.3968
セブンイレブン／信濃松川店,長野県上伊那郡南箕輪村大泉 ２６４０−１,137.96277,35.88339
ファミリーマート／南箕輪大泉店,長野県上伊那郡飯島町七久保北街道 １９０８,137.90468,35.66152
セブンイレブン／飯島七久保店,長野県大町市大町九日町 ４２０４−１,137.84697,36.50888
セブンイレブン／大町九日町店,長野県長野市青木島町綱島 ５９２,138.1967,36.6139
セブン・イレブン／長野綱島セルフＳＳ店,長野県松本市高宮南 ８−１４,137.95586,36.20817
セブンイレブン／松本高宮南店,長野県諏訪郡富士見町富士見 ２６４−６,138.2151,35.93497
ファミリーマート／諏訪南インター店,長野県東筑摩郡山形村山形 １７２１−１,137.87315,36.16633
セブンイレブン信州山形店,長野県上水内郡飯綱町大字普光寺 ９６８−４,138.23863,36.75865
セブンイレブン／三水普光寺店,長野県松本市桐１丁目 ２−１,137.97258,36.24833
ファミリーマート／松本桐店,長野県北佐久郡御代田町大字御代田大林 ４１０６−２８３,138.51529,36.31277
ファミリーマート御代田ミネベア前店,長野県茅野市塚原２丁目 １１−３３,138.15752,35.99558
ファミリーマート／茅野塚原２丁目店,長野県東筑摩郡山形村山形 ４２６０−１,137.87315,36.16633
ファミリーマート信州山形店,長野県東筑摩郡麻績村麻上町 ３８０９−７,138.04498,36.4627
Ｙショップオミ店タキザワ,長野県中野市大字一本木 ３６７−３,138.37657,36.75687
ローソン／中野運動公園前店,長野県伊那市西春近 ５８３８−３,137.9472,35.79561
ファミリーマート／伊那西春近店,長野県長野市大字北長池 ２７１−６,138.24396,36.64256
ファミリーマート／長野屋島店,長野県北佐久郡軽井沢町大字長倉離山 ２０１４−１,138.58559,36.3545
セブンイレブン／軽井沢長倉店,長野県諏訪市小和田南 １５−２１,138.11519,36.03778
ファミリーマート／諏訪城南店,長野県飯田市松尾新井 ６７５５−１,137.85718,35.50079
ファミリーマート／飯田松尾新井店,長野県北安曇郡松川村細野 ６６２６−１,137.86191,36.3968
セブンイレブン／松川細野店,長野県大町市平海の口 １２０７６,137.80975,36.54894
Ｙショップニシ,長野県上田市上田 １３５４−１,138.26662,36.40821
セブンイレブン／上田バイパス店,長野県長野市大字鶴賀 １７１−５,138.19667,36.64503
ローソン／長野東通り店,長野県松本市高宮西 ２−２０,137.95526,36.20729
ファミリーマート／松本高宮店,長野県佐久市猿久保 ７７８−１,138.4745,36.25829
ファミリーマート／佐久猿久保店,長野県小諸市甲 １６７３−１,138.43997,36.33298
セブンイレブン／小諸小原店,長野県佐久市野沢 ２８６−１,138.46893,36.22653
セブンイレブン／佐久野沢北店,長野県須坂市大字小島 １１６５−１,138.29124,36.68254
ファミリーマート／須坂小島店,長野県千曲市大字稲荷山 １７７９−１,138.09908,36.5339
セブンイレブン／更埴稲荷山店,長野県佐久市臼田城下 ４３−１,138.47234,36.20171
セブンイレブン／佐久臼田店,長野県佐久市岩村田 ３３６７−１４,138.48366,36.27023
ローソン／佐久花園町店,長野県飯田市鼎名古熊 ２５１７−１,137.83273,35.49902
ファミリーマート／飯田鼎名古熊店,長野県茅野市玉川 ３７６８−１,138.18822,35.98767
セブンイレブン／茅野玉川店,長野県長野市若宮２丁目 １２−１,138.22757,36.64736
ローソン／長野西尾張部店,長野県長野市川中島町今里 １２７５−１１,138.14244,36.60125
セブン・イレブン／長野今里店,長野県上田市本郷 ６３５−２,138.20038,36.3632
ファミリーマート／上田塩田店,長野県木曽郡大桑村大字須原 １０２３−２,137.70679,35.70246
セブンイレブン大桑須原店,長野県長野市上松５丁目 ６−２０,138.20055,36.68036
セブン・イレブン／長野浅川店,長野県長野市松代町松代伊勢町 ５２０,138.19884,36.56311
ファミリーマート／長野松代店,長野県松本市宮渕１丁目 ３−３,137.95988,36.2401
セブンイレブン／松本宮渕店,長野県佐久市岩村田 ８０７−７,138.47765,36.27494
ローソン／佐久岩村田本町店,長野県上田市国分 １１８２−１,138.27319,36.37992
セブンイレブン／上田国分店,長野県松本市平田東２丁目 ９−１１,137.96632,36.19514
セブンイレブン／松本平田南店,長野県北安曇郡池田町大字会染 ９００７−２２,137.88779,36.38663
セブンイレブン／信濃池田会染店,長野県長野市川中島町御厨 ９３９−１,138.15825,36.59708
ローソン／長野川中島御厨店,長野県北佐久郡軽井沢町大字長倉 ５−１１４,138.63179,36.32172
ローソン／南軽井沢店,長野県長野市大字栗田 ７０１−３,138.19456,36.63931
ファミリーマート／長野東通り店,長野県須坂市大字須坂上中町 ２３６−１,138.30896,36.65745
ローソン／須坂上中町店,長野県松本市浅間温泉１丁目 １２−２０,137.98586,36.25703
セブンイレブン／松本浅間温泉１丁目店,長野県伊那市西箕輪 ６５７９,137.92703,35.87519
ファミリーマート／ＪＡ西箕輪店,長野県茅野市宮川安国寺 １９２３−１,138.15791,35.98363
セブンイレブン／茅野安国寺店,長野県安曇野市堀金烏川 ４９７３−６,137.87729,36.30038
セブンイレブン堀金烏川店,長野県茅野市湖東 ６１０５−１,138.20624,36.03162
デイリーヤマザキ茅野湖東店,長野県松本市浅間温泉２丁目 ４−１８,137.98636,36.26163
ローソン／浅間温泉店,長野県伊那市高遠町小原 ６５７−１,138.05157,35.83228
セブンイレブン／高遠小原店,長野県長野市篠ノ井布施五明 ３４６４,138.12491,36.57998
セブン・イレブン／篠ノ井布施五明店,長野県長野市大字東和田 ９３５−４,138.22308,36.65373
セブン・イレブン／長野東和田店,長野県上田市中央北２丁目 ３５５９−１０,138.25287,36.40931
セブンイレブン／上田中央北店,長野県茅野市米沢 ３７５８−１,138.18141,36.02935
セブンイレブン／茅野米沢店,長野県伊那市山寺 ２３９５−１,137.95547,35.84994
セブンイレブン／伊那高尾町店,長野県塩尻市大字広丘吉田 ３３３０,137.95822,36.1622
セブンイレブン／塩尻吉田原店,長野県上田市天神１丁目 ２−１,138.24944,36.39698
ローソン／上田駅前店,長野県上伊那郡辰野町大字平出 ２２７０,138.0052,35.97691
デイリーヤマザキ／辰野ＰＡ下り店,長野県須坂市大字幸高 １０１−１,138.2888,36.63697
ファミリーマート／長野伊勢宮一丁目店,長野県長野市伊勢宮１丁目 １−２,138.17259,36.63356
ファミリーマート／ＪＡ大北大町運動公園店,長野県大町市常盤 ５６２５−１８,137.83681,36.49413
セブンイレブン／安曇野ゆたか店,長野県安曇野市三郷温 １７,137.88214,36.25758
セブンイレブン／浅科八幡店,長野県佐久市八幡 ２４７−１,138.38667,36.28682
セブンイレブン／辰野宮木店,長野県上伊那郡辰野町大字伊那富 ３９４９−１,137.94641,35.97531
デイリーヤマザキ小布施福原店,長野県上高井郡小布施町大字福原 ２１６−２,138.31444,36.68963
ローソン／中野一本木バイパス店,長野県中野市大字吉田 ５９１−１,138.35941,36.75629
ファミリーマート／上田住吉店,長野県上田市住吉 １３１−２,138.26891,36.40228
ファミリーマート／諏訪湖南店,長野県諏訪市大字湖南 １３３３−１,138.10799,36.00751
ファミリーマート信州喬木店,長野県下伊那郡喬木村喬木 ６５９５−３,137.88531,35.51689
ファミリーマート／松本征矢野店,長野県松本市征矢野２丁目 １２−４６,137.9549,36.21573
ローソン／松本流通団地南店,長野県松本市村井町西２丁目 ２−２９,137.96014,36.17863
セブンイレブン／西穂高店,長野県安曇野市穂高 ８１４８−１,137.8634,36.33021
